DEMO_age,DEMO_gender,DEMO_identity_indigenous,DEMO_identity_lgbtq,LONELY_ucla_loneliness_scale_score
45,Woman,NA,Not Selected,NA
69,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
41,Woman,NA,Not Selected,NA
56,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,6
NA,NA,NA,NA,6
68,Woman,Not Selected,Not Selected,6
60,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
59,Woman,NA,Not Selected,NA
52,Woman,Not Selected,Not Selected,9
64,Man,NA,Not Selected,NA
54,Woman,NA,Not Selected,NA
56,NA,NA,NA,NA
22,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,NA,NA,NA,NA
42,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
23,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
NA,Man,Not Selected,Not Selected,NA
35,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
62,Woman,NA,Not Selected,NA
29,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
63,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
73,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
27,Woman,NA,Not Selected,NA
35,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
38,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
27,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
72,NA,NA,NA,NA
76,Man,NA,Not Selected,NA
31,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
72,Woman,NA,Not Selected,NA
52,Woman,NA,Not Selected,NA
32,Woman,NA,Not Selected,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
39,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
68,Woman,NA,Not Selected,NA
22,NA,NA,NA,NA
50,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
30,Man,Not Selected,Not Selected,NA
72,Woman,NA,Not Selected,NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
36,Woman,Not Selected,Not Selected,4
56,Woman,NA,Not Selected,NA
54,NA,NA,NA,NA
59,Woman,NA,Not Selected,NA
75,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
NA,NA,NA,NA,NA
68,Man,NA,Not Selected,NA
NA,NA,NA,NA,5
NA,NA,NA,NA,3
50,NA,NA,NA,NA
NA,NA,NA,NA,3
60,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
51,NA,NA,NA,NA
35,Man,NA,Not Selected,NA
25,NA,NA,NA,NA
67,Woman,Not Selected,Not Selected,8
NA,NA,NA,NA,NA
54,Woman,NA,Not Selected,NA
30,Man,NA,Not Selected,NA
65,Woman,Not Selected,Not Selected,8
60,NA,NA,NA,NA
46,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
34,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
58,NA,NA,NA,NA
27,Woman,NA,Not Selected,NA
67,NA,NA,NA,NA
29,Man,Not Selected,Not Selected,6
31,Woman,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
73,Woman,NA,Not Selected,NA
35,Woman,Not Selected,Not Selected,3
34,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
76,NA,NA,NA,NA
36,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
38,Woman,NA,Not Selected,NA
22,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
29,Woman,NA,Not Selected,NA
26,Man,Not Selected,Not Selected,7
16,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
23,Man,NA,Not Selected,NA
42,NA,NA,NA,NA
76,Woman,NA,Not Selected,NA
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,NA
40,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Man,Not Selected,Not Selected,4
60,Man,NA,Not Selected,NA
60,Woman,NA,Not Selected,NA
42,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Woman,Not Selected,Not Selected,5
42,NA,NA,NA,NA
70,NA,NA,NA,NA
27,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
19,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
26,NA,NA,NA,NA
18,Man,NA,Not Selected,NA
36,Woman,NA,Not Selected,NA
54,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
21,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
NA,NA,NA,NA,NA
79,Woman,NA,Not Selected,NA
44,NA,NA,NA,NA
42,Woman,NA,Not Selected,NA
55,Man,Not Selected,Not Selected,NA
75,Man,NA,Not Selected,NA
21,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
27,Man,NA,Not Selected,NA
47,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
44,NA,NA,NA,NA
42,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
45,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
61,Woman,NA,Not Selected,NA
54,Woman,NA,Not Selected,NA
27,Woman,NA,Not Selected,NA
18,NA,NA,NA,NA
69,NA,NA,NA,NA
38,Woman,Not Selected,Not Selected,8
49,Woman,NA,Not Selected,NA
37,Man,NA,Not Selected,NA
27,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
43,NA,NA,NA,NA
66,NA,NA,NA,NA
23,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
33,Man,Not Selected,Not Selected,6
56,Man,Not Selected,Not Selected,5
27,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
24,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
35,Woman,NA,Not Selected,NA
30,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",3
25,Woman,Not Selected,Not Selected,NA
53,Man,NA,Not Selected,NA
62,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
37,Woman,NA,Not Selected,NA
22,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
39,NA,NA,NA,NA
49,NA,NA,NA,NA
58,Woman,NA,Not Selected,NA
47,Woman,NA,Not Selected,NA
26,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
33,Presented but no response,NA,NA,NA
61,NA,NA,NA,NA
33,Man,NA,Not Selected,NA
NA,NA,NA,NA,NA
60,NA,NA,NA,NA
51,NA,NA,NA,NA
54,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
21,NA,NA,NA,NA
53,NA,NA,NA,NA
63,NA,NA,NA,NA
70,Man,NA,Not Selected,NA
56,Woman,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
26,Man,NA,Not Selected,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
53,Woman,Not Selected,Not Selected,6
30,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
50,Woman,NA,Not Selected,NA
43,Woman,NA,Not Selected,NA
74,NA,NA,NA,NA
56,Woman,NA,Not Selected,NA
69,Man,NA,Not Selected,NA
25,NA,NA,NA,NA
45,Woman,Not Selected,Not Selected,6
67,NA,NA,NA,NA
65,NA,NA,NA,NA
24,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
29,Woman,Not Selected,Not Selected,7
69,Woman,NA,Not Selected,NA
71,Woman,NA,Not Selected,NA
55,Woman,NA,Not Selected,NA
43,Presented but no response,NA,NA,NA
54,Woman,NA,Not Selected,NA
41,NA,NA,NA,NA
66,Woman,NA,Not Selected,NA
78,NA,NA,NA,NA
51,Woman,NA,Not Selected,NA
43,Woman,NA,Not Selected,NA
34,Woman,NA,Not Selected,NA
NA,NA,NA,NA,3
NA,NA,NA,NA,4
26,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
22,Man,Not Selected,Not Selected,4
44,NA,NA,NA,NA
66,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
64,NA,NA,NA,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
55,NA,NA,NA,NA
25,Man,Not Selected,Not Selected,NA
28,Man,Not Selected,Not Selected,6
73,Woman,NA,Not Selected,NA
77,Woman,NA,Not Selected,NA
72,NA,NA,NA,NA
24,Woman,NA,Not Selected,NA
57,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,7
29,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",8
65,Woman,NA,Not Selected,NA
70,Woman,Not Selected,Not Selected,4
39,NA,NA,NA,NA
28,NA,NA,NA,NA
82,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,Not Selected,NA
49,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
39,Man,Not Selected,Not Selected,6
60,NA,NA,NA,NA
31,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
61,Woman,NA,Not Selected,NA
57,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
NA,NA,NA,NA,8
NA,NA,NA,NA,9
26,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
64,Woman,NA,Not Selected,NA
36,Man,Not Selected,Not Selected,6
17,NA,NA,NA,NA
NA,NA,NA,NA,NA
39,NA,NA,NA,NA
25,Man,Not Selected,Not Selected,6
49,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",9
58,Man,NA,Not Selected,NA
53,Man,NA,Not Selected,NA
61,Man,NA,Not Selected,NA
53,Man,NA,Not Selected,NA
42,NA,NA,NA,NA
50,Man,NA,Not Selected,NA
51,NA,NA,NA,NA
NA,NA,NA,NA,NA
67,Woman,Not Selected,Not Selected,6
NA,NA,NA,NA,5
NA,NA,NA,NA,6
50,Woman,NA,Not Selected,NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",9
35,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
26,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
NA,NA,NA,NA,NA
28,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
35,Man,NA,Not Selected,NA
33,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
42,NA,NA,NA,NA
28,Man,Not Selected,Not Selected,5
56,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
58,Woman,NA,Not Selected,NA
33,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
78,NA,NA,NA,NA
56,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
32,Man,Not Selected,Not Selected,4
27,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
71,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
27,Man,NA,Not Selected,NA
52,NA,NA,NA,NA
48,Man,Not Selected,Not Selected,NA
21,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
53,Woman,NA,Not Selected,NA
38,Man,Not Selected,Not Selected,3
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
53,Woman,NA,Not Selected,NA
25,NA,NA,NA,NA
26,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
40,Man,Not Selected,Not Selected,3
61,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
49,Man,NA,Not Selected,NA
71,Woman,NA,Not Selected,NA
27,Man,Not Selected,Not Selected,NA
70,Woman,NA,Not Selected,NA
65,Woman,Not Selected,Not Selected,8
26,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
78,Woman,NA,Not Selected,NA
80,Woman,NA,Not Selected,NA
26,Woman,NA,Not Selected,NA
25,Woman,Not Selected,Not Selected,7
NA,NA,NA,NA,NA
28,NA,NA,NA,NA
45,Woman,NA,Not Selected,NA
76,Woman,NA,Not Selected,NA
82,NA,NA,NA,NA
71,Woman,NA,Not Selected,NA
38,NA,NA,NA,NA
NA,NA,NA,NA,NA
25,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
67,Woman,NA,Not Selected,NA
32,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
44,NA,NA,NA,NA
69,Presented but no response,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
24,Man,Not Selected,Not Selected,5
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
56,NA,NA,NA,NA
41,Man,NA,Not Selected,NA
34,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
62,Woman,Not Selected,Not Selected,9
18,Man,NA,Not Selected,NA
51,Woman,Not Selected,Not Selected,9
30,NA,NA,NA,NA
61,Woman,NA,Not Selected,NA
57,Woman,NA,Not Selected,NA
70,Man,NA,Not Selected,NA
NA,NA,NA,NA,4
63,Woman,NA,Not Selected,NA
57,Woman,NA,Not Selected,NA
41,Woman,NA,Not Selected,NA
43,NA,NA,NA,NA
41,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
37,Woman,NA,Not Selected,NA
80,NA,NA,NA,NA
NA,NA,NA,NA,4
67,Man,Not Selected,Not Selected,6
58,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
48,NA,NA,NA,NA
21,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
64,NA,NA,NA,NA
33,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
52,Woman,NA,Not Selected,NA
33,Man,Not Selected,Not Selected,4
64,Woman,NA,Not Selected,NA
83,Woman,NA,Not Selected,NA
NA,Presented but no response,Presented but no response,Presented but no response,NA
44,Woman,NA,Not Selected,NA
36,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
35,Woman,Not Selected,Not Selected,8
38,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
75,Man,Not Selected,Not Selected,5
41,Man,Not Selected,Not Selected,NA
46,Non-binary,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
50,Woman,Not Selected,Not Selected,NA
NA,NA,NA,NA,5
NA,NA,NA,NA,4
78,Woman,Not Selected,Not Selected,5
58,NA,NA,NA,NA
40,Woman,NA,Not Selected,NA
32,Woman,Not Selected,Not Selected,NA
36,NA,NA,NA,NA
50,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,5
NA,NA,NA,NA,6
44,Woman,Not Selected,Not Selected,4
55,NA,NA,NA,NA
31,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
NA,NA,NA,NA,NA
26,Man,Not Selected,Not Selected,NA
47,NA,NA,NA,NA
53,Woman,NA,Not Selected,NA
NA,NA,NA,NA,6
NA,NA,NA,NA,6
55,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
20,Man,NA,Not Selected,NA
61,Woman,Not Selected,Not Selected,6
NA,NA,NA,NA,6
NA,NA,NA,NA,7
68,Man,NA,Not Selected,NA
54,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
79,NA,NA,NA,NA
NA,NA,NA,NA,6
NA,NA,NA,NA,4
29,Woman,NA,Not Selected,NA
66,Man,NA,Not Selected,NA
32,Woman,NA,Not Selected,NA
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",4
NA,NA,NA,NA,NA
29,Woman,NA,Not Selected,NA
38,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
36,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,NA
53,NA,NA,NA,NA
24,NA,NA,NA,NA
75,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
66,NA,NA,NA,NA
45,NA,NA,NA,NA
38,Woman,NA,Not Selected,NA
32,Man,Not Selected,Not Selected,NA
63,Man,NA,Not Selected,NA
58,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
28,Man,NA,Not Selected,NA
25,NA,NA,NA,NA
24,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
65,Man,Not Selected,Not Selected,3
28,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",8
24,Man,Not Selected,Not Selected,3
30,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
70,Woman,Not Selected,Not Selected,4
40,Woman,NA,Not Selected,NA
68,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
27,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
43,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)","Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
54,NA,NA,NA,NA
24,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
70,Woman,NA,Not Selected,NA
77,Woman,NA,Not Selected,NA
57,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
75,Woman,Not Selected,Not Selected,3
39,NA,NA,NA,NA
69,Woman,NA,Not Selected,NA
53,NA,NA,NA,NA
33,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
66,Woman,NA,Not Selected,NA
30,Man,NA,Not Selected,NA
47,Woman,NA,Not Selected,NA
67,NA,NA,NA,NA
NA,NA,NA,NA,NA
63,Man,NA,Not Selected,NA
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
37,NA,NA,NA,NA
27,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
38,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)","Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
54,Woman,NA,Not Selected,NA
67,Man,Not Selected,Not Selected,3
NA,NA,NA,NA,3
69,Man,NA,Not Selected,NA
73,NA,NA,NA,NA
NA,NA,NA,NA,6
82,Woman,NA,Not Selected,NA
68,Woman,Not Selected,Not Selected,7
41,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
61,Woman,Not Selected,Not Selected,6
38,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
28,NA,NA,NA,NA
29,Man,Not Selected,Not Selected,NA
24,Man,Not Selected,Not Selected,5
37,Man,NA,Not Selected,NA
73,Woman,NA,Not Selected,NA
57,NA,NA,NA,NA
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
32,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
34,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
33,Man,NA,Not Selected,NA
NA,NA,NA,NA,4
NA,NA,NA,NA,5
47,Woman,NA,Not Selected,NA
67,Woman,NA,Not Selected,NA
25,Man,Not Selected,Not Selected,7
45,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
78,Woman,NA,Not Selected,NA
59,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
34,Woman,NA,Not Selected,NA
74,Woman,Not Selected,Not Selected,9
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,3
53,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
NA,NA,NA,NA,3
34,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
66,NA,NA,NA,NA
55,Woman,NA,Not Selected,NA
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
21,NA,NA,NA,NA
45,Woman,NA,Not Selected,NA
31,Man,Not Selected,Not Selected,4
29,NA,NA,NA,NA
32,Woman,NA,Not Selected,NA
38,Man,Not Selected,Not Selected,3
NA,NA,NA,NA,NA
25,Man,Not Selected,Not Selected,4
73,NA,NA,NA,NA
73,Man,NA,Not Selected,NA
32,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
36,Man,Not Selected,Not Selected,6
30,Woman,Not Selected,Not Selected,5
72,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
NA,NA,NA,NA,3
83,Man,Not Selected,Not Selected,3
NA,NA,NA,NA,3
85,Man,NA,Not Selected,NA
76,NA,NA,NA,NA
40,Man,NA,Not Selected,NA
45,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
78,Woman,Not Selected,Not Selected,9
38,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
NA,NA,NA,NA,9
NA,NA,NA,NA,9
39,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
NA,NA,NA,NA,5
NA,NA,NA,NA,3
40,Woman,NA,Not Selected,NA
21,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
71,NA,NA,NA,NA
18,Man,NA,Not Selected,NA
73,NA,NA,NA,NA
26,Woman,NA,Not Selected,NA
59,Woman,NA,Not Selected,NA
48,Man,NA,Not Selected,NA
32,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
30,Woman,Not Selected,Not Selected,NA
42,Woman,NA,Not Selected,NA
43,Woman,NA,Not Selected,NA
42,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
55,Woman,NA,Not Selected,NA
31,Woman,Not Selected,Not Selected,NA
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",8
25,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
29,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
NA,NA,NA,NA,NA
26,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
69,Woman,NA,Not Selected,NA
30,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
50,NA,NA,NA,NA
NA,NA,NA,NA,4
38,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
49,Woman,NA,Not Selected,NA
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
64,NA,NA,NA,NA
28,Woman,NA,Not Selected,NA
29,Man,NA,Not Selected,NA
42,Woman,NA,Not Selected,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
26,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
63,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
73,Woman,NA,Not Selected,NA
63,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
26,Woman,NA,Not Selected,NA
38,NA,NA,NA,NA
55,Woman,Not Selected,Not Selected,8
77,NA,NA,NA,NA
48,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
27,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
37,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
35,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
20,Man,NA,Not Selected,NA
63,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
22,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
66,Presented but no response,NA,Not Selected,NA
46,NA,NA,NA,NA
NA,NA,NA,NA,6
NA,NA,NA,NA,6
32,Woman,Not Selected,Not Selected,5
NA,NA,NA,NA,3
NA,NA,NA,NA,3
33,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
34,Man,Not Selected,Not Selected,5
21,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
NA,NA,NA,NA,8
NA,NA,NA,NA,9
80,Woman,NA,Not Selected,NA
NA,NA,NA,NA,5
72,Man,Not Selected,Not Selected,5
NA,NA,NA,NA,5
56,NA,NA,NA,NA
40,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
27,NA,NA,NA,NA
60,Woman,NA,Not Selected,NA
42,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
63,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
76,Man,NA,Not Selected,NA
31,Woman,NA,Not Selected,NA
29,Woman,Not Selected,Not Selected,7
28,Man,NA,Not Selected,NA
66,Woman,NA,Not Selected,NA
80,Woman,NA,Not Selected,NA
59,Man,NA,Not Selected,NA
80,NA,NA,NA,NA
22,Woman,Not Selected,Not Selected,7
24,NA,NA,NA,NA
56,Woman,Not Selected,Not Selected,NA
39,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
41,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,NA,NA,NA,NA
59,NA,NA,NA,NA
NA,NA,NA,NA,NA
57,Woman,NA,Not Selected,NA
59,Woman,Not Selected,Not Selected,3
55,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
37,Woman,NA,Not Selected,NA
